line	start	end	donor1	donor2
3	59591629	59880995	A632_usa	B96
3	59881448	60346034	A632_usa	FV252_inra
3	60346528	60636849	A632_usa	B96
3	60637123	61007395	A632_usa	C103_inra
3	61008014	62053899	A632_usa	FV252_inra
3	62129414	63081514	A632_usa	B96
3	63086738	63417166	B96	B96
3	63433299	64274465	A632_usa	B96
3	64276165	64746113	B96	B96
3	64746149	65012751	FV252_inra	FV252_inra
3	65012808	65213839	VA85	VA85
3	65490731	66650785	A632_usa	A654_inra
3	66651014	67022553	A632_usa	FV252_inra
3	67022589	67751459	A632_usa	CO255_inra
3	67752751	69112532	A632_usa	B96
3	69112826	69609881	B96	B96
3	69613763	70932954	A632_usa	B96
3	70933032	71065116	A632_usa	A654_inra
3	71065155	74807724	A632_usa	B96
3	74814966	74968835	D105_inra	B96
3	74998552	75531898	B73_inra	D105_inra
3	75532854	76006201	A632_usa	D105_inra
3	76010156	76530990	A632_usa	CO255_inra
3	76531025	76789693	D105_inra	D105_inra
3	76789732	80602731	A632_usa	D105_inra
3	80602780	80748974	A632_usa	A654_inra
3	80750258	82027497	A632_usa	D105_inra
3	82027537	82219590	A632_usa	C103_inra
3	82219695	82626892	A632_usa	VA85
3	82626917	83076430	A632_usa	C103_inra
3	83076491	83684939	A632_usa	VA85
3	83685071	84080132	D105_inra	F492
3	84080264	84617949	A632_usa	F492
3	84622408	115067507	F492	F492
3	115067507	130532271	DK63	DK63
3	130532271	149602124	B73_inra	B73_inra
5	275461	1287330	D105_inra	D105_inra
5	1288077	3168217	A632_usa	D105_inra
5	3168857	3992841	C103_inra	D105_inra
5	3998120	4872209	A632_usa	C103_inra
5	4875247	5008869	C103_inra	C103_inra
5	5009443	8090630	A632_usa	C103_inra
5	8091380	8714014	A632_usa	FV2_inra
5	8714547	10735663	A632_usa	C103_inra
5	10735774	10889066	C103_inra	C103_inra
5	10889419	12532453	A632_usa	C103_inra
5	12535465	12718802	C103_inra	C103_inra
5	12718845	12927838	A632_usa	A632_usa
5	12928042	15037381	A632_usa	C103_inra
5	15037960	15401979	A632_usa	FV252_inra
5	15402180	15723828	A632_usa	C103_inra
5	15724079	16220700	C103_inra	C103_inra
5	16221639	16930776	A632_usa	C103_inra
5	16946908	19080273	C103_inra	C103_inra
5	19080369	19860271	A632_usa	C103_inra
5	19861267	20709941	A632_usa	OH43_inra
5	20710047	21137802	VA85	VA85
5	21138153	21408350	A632_usa	OH43_inra
5	21409113	24608118	A632_usa	C103_inra
5	24608203	24972143	C103_inra	C103_inra
5	24972267	25570369	A632_usa	C103_inra
5	25570874	25785401	A632_usa	FV252_inra
5	25785486	26096528	CO255_inra	FV252_inra
5	26096579	26356306	A632_usa	A654_inra
5	26356424	27110507	A654_inra	A654_inra
5	27110852	28783849	A632_usa	A654_inra
5	28874479	31316608	A654_inra	A654_inra
5	31316789	33615097	A632_usa	A654_inra
5	33615244	33774744	A654_inra	A654_inra
5	33776563	37297180	A632_usa	A654_inra
5	37298531	38540552	A632_usa	FV252_inra
5	38540870	38927809	A632_usa	A654_inra
5	38928853	40089337	A632_usa	FV252_inra
5	40089663	41652466	A632_usa	A654_inra
5	41657384	82021257	A654_inra	A654_inra
5	82021257	84617949	FV252_inra	FV252_inra
5	84622408	113004597	W117_inra	W117_inra
5	113004597	123127233	EP1_inra	EP1_inra
5	123127380	123697393	A632_usa	EP1_inra
5	123697429	123904728	A632_usa	FV2_inra
5	123904776	124251513	A632_usa	EP1_inra
5	124251579	124346881	A632_usa	FV2_inra
5	124347064	124546245	EP1_inra	EP1_inra
5	124546286	125185334	A632_usa	EP1_inra
5	125216108	125559471	A632_usa	FV252_inra
5	125559563	126556320	A632_usa	FV2_inra
5	126556441	126669427	A632_usa	FV252_inra
5	126669492	134797488	A632_usa	EP1_inra
5	134815572	135352220	EP1_inra	EP1_inra
5	135352346	136959395	A632_usa	EP1_inra
5	136959439	137673396	A632_usa	D105_inra
5	137674337	137841244	A632_usa	FV252_inra
5	137841324	138243312	A632_usa	D105_inra
5	138243518	138758266	A632_usa	EP1_inra
5	138758585	139027929	A632_usa	D105_inra
5	139028342	139148371	A632_usa	C103_inra
5	139149029	139413606	A632_usa	D105_inra
5	139418421	139733664	D105_inra	D105_inra
5	139733755	146021349	A632_usa	D105_inra
5	146021391	146117699	D105_inra	D105_inra
5	146117892	146762599	A632_usa	D105_inra
5	146762760	146885484	FV252_inra	D105_inra
5	146886061	147037403	CO255_inra	ND245
5	147038012	147844079	A632_usa	VA85
5	147844985	147942733	A632_usa	FV252_inra
5	147942830	148312817	A632_usa	VA85
5	148313997	148415490	A632_usa	DK63
5	148415791	149602124	VA85	VA85
2	275461	11052396	W117_inra	W117_inra
2	11052396	102306508	A632_usa	A632_usa
2	102306508	123127233	F492	F492
2	123127380	123466963	A654_inra	A654_inra
2	123467230	123904728	A632_usa	A654_inra
2	123904776	124546245	A654_inra	A654_inra
2	124546286	124750059	F492	F492
2	124752289	125327007	A632_usa	F492
2	125352343	125868209	A632_usa	A654_inra
2	125872270	125992264	A632_usa	F492
2	125992688	126305861	F492	F492
2	126328466	127493933	A632_usa	A654_inra
2	127543059	128013502	A654_inra	A654_inra
2	128014308	128580596	A632_usa	FV252_inra
2	128584390	128720433	A632_usa	F492
2	128720594	129184175	A632_usa	FV252_inra
2	129184240	130311407	A632_usa	F492
2	130320818	130535007	A632_usa	FV252_inra
2	130535114	132977336	A632_usa	F492
2	132977504	133195254	A632_usa	A654_inra
2	133195363	133843419	A632_usa	F492
2	133844387	133908327	A632_usa	CO255_inra
2	133908809	135352220	A632_usa	F492
2	135352346	135650556	F492	F492
2	135650917	135936288	A632_usa	DK63
2	135936558	139148371	A632_usa	A632_usa
2	139149029	141762413	A632_usa	F492
2	141762451	142142212	DK63	F492
2	142142413	143165584	A632_usa	A632_usa
2	143167072	143538580	A632_usa	DK63
2	143538874	143739723	DK63	DK63
2	143739819	144914243	A632_usa	DK63
2	144914387	145326784	DK63	ND245
2	145328019	146021349	A632_usa	ND245
2	146021391	146117699	A632_usa	CO255_inra
2	146117892	147037403	A632_usa	ND245
2	147038012	147252819	A632_usa	FV252_inra
2	147255393	147395915	A632_usa	ND245
2	147431641	147844079	ND245	ND245
2	147844985	148043244	D105_inra	ND245
2	148043253	149602124	A632_usa	D105_inra
9	275461	1680374	A632_usa	A632_usa
9	1680639	16507327	A632_usa	CO255_inra
9	16507406	16930776	CO255_inra	A654_inra
9	17784635	18183714	A654_inra	A654_inra
9	18186491	18807833	ND245	ND245
9	18808492	19080273	A632_usa	ND245
9	19080369	19499195	A632_usa	DK63
9	19500719	19860271	A632_usa	ND245
9	19861267	20709941	A632_usa	OH43_inra
9	20710047	20931733	VA85	VA85
9	20933268	21137802	ND245	ND245
9	21138153	21701415	A632_usa	ND245
9	21701551	22268087	A632_usa	CO255_inra
9	22269567	22647577	A632_usa	ND245
9	22647616	24793312	A632_usa	A654_inra
9	24793649	25290271	A654_inra	A654_inra
9	25305606	25570369	ND245	ND245
9	25570874	26356306	A632_usa	A654_inra
9	26356424	27110507	ND245	ND245
9	27110852	27657997	A632_usa	ND245
9	27658057	29635212	ND245	ND245
9	29656989	31020150	A632_usa	ND245
9	31020163	31540003	A632_usa	OH43_inra
9	31810691	34011434	VA85	VA85
9	34011465	35919634	A632_usa	OH43_inra
9	35936497	38318355	VA85	VA85
9	38318601	39597050	A632_usa	A632_usa
9	39597515	115954939	VA85	VA85
9	115954939	123366126	OH43_inra	OH43_inra
9	123366346	124346881	A632_usa	OH43_inra
9	124347064	124750059	OH43_inra	OH43_inra
9	124752289	125868209	A632_usa	OH43_inra
9	125872270	126151368	A632_usa	FV252_inra
9	126151399	126305861	FV252_inra	FV252_inra
9	126328466	126556320	OH43_inra	OH43_inra
9	126556441	126669427	A632_usa	OH43_inra
9	126669492	126912953	A632_usa	CO255_inra
9	126913059	128013502	A632_usa	OH43_inra
9	128014308	128580596	A632_usa	FV252_inra
9	128584390	128970276	A632_usa	OH43_inra
9	128970462	129544719	A632_usa	CO255_inra
9	129544752	129837825	CO255_inra	CO255_inra
9	129838266	130930299	A632_usa	OH43_inra
9	130930592	131593852	OH43_inra	OH43_inra
9	131761850	131924510	A632_usa	FV252_inra
9	131993277	132110600	A632_usa	A632_usa
9	132110681	133532242	A632_usa	FV252_inra
9	133533303	133908327	VA85	VA85
9	133908809	134082363	FV252_inra	FV252_inra
9	134082446	135023957	A632_usa	FV252_inra
9	135024167	135352220	FV252_inra	FV252_inra
9	135352346	139413606	A632_usa	OH43_inra
9	139418421	140163135	OH43_inra	OH43_inra
9	140165674	143739723	A632_usa	OH43_inra
9	143739819	144038971	OH43_inra	OH43_inra
9	144039166	147037403	A632_usa	OH43_inra
9	147038012	147395915	A632_usa	C103_inra
9	147431641	147844079	C103_inra	C103_inra
9	147844985	148043244	FV2_inra	C103_inra
9	148043253	148312817	A632_usa	FV2_inra
9	148313997	149602124	FV2_inra	FV2_inra
4	275461	11055062	B96	B96
4	11055062	78008253	W117_inra	W117_inra
4	78008253	123127233	EP1_inra	EP1_inra
4	123127380	123697393	A632_usa	EP1_inra
4	123697429	123904728	A632_usa	FV2_inra
4	123904776	124251513	A632_usa	EP1_inra
4	124251579	124346881	A632_usa	FV2_inra
4	124347064	124546245	EP1_inra	EP1_inra
4	124546286	125185334	A632_usa	EP1_inra
4	125216108	125559471	A632_usa	FV252_inra
4	125559563	126556320	A632_usa	FV2_inra
4	126556441	126669427	A632_usa	FV252_inra
4	126669492	129837825	A632_usa	EP1_inra
4	129838266	130103352	CO255_inra	EP1_inra
4	130104500	130930299	A632_usa	OH43_inra
4	130930592	131593852	OH43_inra	OH43_inra
4	131761850	131924510	A632_usa	FV252_inra
4	131993277	132110600	A632_usa	A632_usa
4	132110681	133532242	A632_usa	FV252_inra
4	133533303	133843419	VA85	VA85
4	134082446	134797488	A632_usa	A632_usa
4	134815572	137193046	A632_usa	A654_inra
4	137193091	138758266	A632_usa	A632_usa
4	138758585	140933101	A632_usa	FV252_inra
4	140933262	141371951	FV252_inra	FV252_inra
4	141373604	143090150	A632_usa	FV252_inra
4	143090452	143165584	A632_usa	B73_inra
4	143167072	145326784	A632_usa	FV252_inra
4	145328019	145494871	VA85	VA85
4	145495028	146021349	A632_usa	FV252_inra
4	146021391	146117699	A632_usa	CO255_inra
4	146117892	148707844	A632_usa	FV252_inra
4	148708042	149602124	FV252_inra	FV252_inra
7	275461	104055477	ND245	ND245
7	104055477	123127233	B96	B96
7	123366346	123697393	A632_usa	FV2_inra
7	123697429	123904728	A632_usa	B96
7	123904776	124085280	A632_usa	OH43_inra
7	124085482	125185334	A632_usa	B96
7	125216108	125327007	A632_usa	CO255_inra
7	125352343	126151368	A632_usa	B96
7	126151399	126305861	B96	B96
7	126328466	126556320	A632_usa	B96
7	126556441	126669427	A632_usa	A654_inra
7	126669492	126912953	A632_usa	B96
7	126913059	127060140	FV252_inra	B96
7	127066246	128013502	A632_usa	FV2_inra
7	128014308	128580596	FV2_inra	FV2_inra
7	128584390	128970276	A632_usa	CO255_inra
7	128970462	129837825	A632_usa	FV2_inra
7	129838266	130103352	A632_usa	CO255_inra
7	130104500	133195254	A632_usa	FV2_inra
7	133195363	133349595	A632_usa	CO255_inra
7	133349838	133843419	A632_usa	FV2_inra
7	133844387	134082363	A632_usa	CO255_inra
7	134082446	134797488	A632_usa	FV2_inra
7	134815572	135023957	A632_usa	CO255_inra
7	135024167	135352220	FV2_inra	FV2_inra
7	135352346	137841244	A632_usa	FV2_inra
7	137841324	138047737	OH43_inra	FV2_inra
7	138048145	139413606	A632_usa	OH43_inra
7	139418421	140163135	OH43_inra	OH43_inra
7	140165674	143739723	A632_usa	OH43_inra
7	143739819	144038971	OH43_inra	OH43_inra
7	144039166	147554454	A632_usa	OH43_inra
7	147556384	147844079	OH43_inra	OH43_inra
7	147844985	148415490	A632_usa	OH43_inra
7	148415791	148707844	A632_usa	FV252_inra
10	275461	9994843	OH43_inra	OH43_inra
10	9994843	125868209	A632_usa	A632_usa
10	125872270	125992264	A632_usa	FV2_inra
10	126328466	128332297	A632_usa	ND245
10	128332307	128580596	ND245	ND245
10	128584390	128720433	A632_usa	OH43_inra
10	128720594	129544719	A632_usa	ND245
10	129544752	130311407	A632_usa	D105_inra
10	130320818	130835002	A632_usa	ND245
10	130835062	131593852	B96	ND245
10	131761850	133532242	A632_usa	B96
10	133533303	133908327	B96	B96
10	133908809	134674563	A632_usa	B96
10	134674593	134797488	A632_usa	C103_inra
10	134815572	142920604	A632_usa	B96
10	142923056	143090150	A632_usa	D105_inra
10	143090452	149602124	A632_usa	B96
1	275461	17969501	VA85	VA85
1	17969501	123466963	DK63	DK63
1	123467230	124346881	A632_usa	DK63
1	124347064	124546245	A632_usa	FV252_inra
1	124546286	126556320	A632_usa	DK63
1	126556441	126669427	A632_usa	A654_inra
1	126669492	129837825	A632_usa	DK63
1	129838266	130103352	A632_usa	EP1_inra
1	130104500	133843419	A632_usa	DK63
1	133844387	133908327	A632_usa	CO255_inra
1	133908809	135352220	A632_usa	F492
1	135352346	135650556	F492	F492
1	135650917	135936288	A632_usa	DK63
1	135936558	139148371	A632_usa	A632_usa
1	139149029	143897053	A632_usa	F492
1	143897115	144038971	F492	F492
1	144039166	144631678	A632_usa	F492
1	144631823	144914243	D105_inra	F492
1	144914387	145326784	OH43_inra	D105_inra
1	145328019	146021349	A632_usa	D105_inra
1	146021391	146117699	D105_inra	D105_inra
1	146117892	146762599	A632_usa	D105_inra
1	146762760	146885484	B73_inra	D105_inra
1	146886061	147037403	B73_inra	CO255_inra
1	147038012	148415490	A632_usa	B73_inra
1	148415791	149602124	B73_inra	B73_inra
